OpenROAD 4174c3ad802d2ac1d04d387d2c4b883903f6647e 
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ODB-0222] Reading LEF file: /local_disk/fossi_cochlea/openlane/user_project_wrapper/runs/22_09_12_16_44/tmp/merged.nom.lef
[WARNING ODB-0220] WARNING (LEFPARS-2036): SOURCE statement is obsolete in version 5.6 and later.
The LEF parser will ignore this statement.
To avoid this warning in the future, remove this statement from the LEF file with version 5.6 or later. See file /local_disk/fossi_cochlea/openlane/user_project_wrapper/runs/22_09_12_16_44/tmp/merged.nom.lef at line 68342.

[INFO ODB-0223]     Created 13 technology layers
[INFO ODB-0224]     Created 25 technology vias
[INFO ODB-0225]     Created 442 library cells
[INFO ODB-0226] Finished LEF file:  /local_disk/fossi_cochlea/openlane/user_project_wrapper/runs/22_09_12_16_44/tmp/merged.nom.lef
[INFO ODB-0127] Reading DEF file: /local_disk/fossi_cochlea/openlane/user_project_wrapper/runs/22_09_12_16_44/results/routing/user_project_wrapper.def
[INFO ODB-0128] Design: user_project_wrapper
[INFO ODB-0094] 		Created 100000 Insts
[INFO ODB-0130]     Created 645 pins.
[INFO ODB-0131]     Created 125746 components and 258510 component-terminals.
[INFO ODB-0132]     Created 8 special nets and 257880 connections.
[INFO ODB-0133]     Created 637 nets and 42 connections.
[INFO ODB-0134] Finished DEF file: /local_disk/fossi_cochlea/openlane/user_project_wrapper/runs/22_09_12_16_44/results/routing/user_project_wrapper.def
[INFO]: Setting RC values...
[INFO PSM-0002] Output voltage file is specified as: /local_disk/fossi_cochlea/openlane/user_project_wrapper/runs/22_09_12_16_44/reports/signoff/27-irdrop.rpt.
[WARNING PSM-0016] Voltage pad location (VSRC) file not specified, defaulting pad location to checkerboard pattern on core area.
[WARNING PSM-0017] X direction bump pitch is not specified, defaulting to 140um.
[WARNING PSM-0018] Y direction bump pitch is not specified, defaulting to 140um.
[WARNING PSM-0019] Voltage on net vccd1 is not explicitly set.
[WARNING PSM-0022] Using voltage 1.800V for VDD network.
[WARNING PSM-0065] VSRC location not specified, using default checkerboard pattern with one VDD every size bumps in x-direction and one in two bumps in the y-direction
[INFO PSM-0076] Setting metal node density to be standard cell height times 5.
[WARNING PSM-0030] VSRC location at (129.810um, 149.840um) and size 10.000um, is not located on an existing power stripe node. Moving to closest node at (190.520um, 195.880um).
[WARNING PSM-0024] Instance PHY_1765, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1838720).
[WARNING PSM-0024] Instance PHY_1766, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1841440).
[WARNING PSM-0024] Instance PHY_1767, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1841440).
[WARNING PSM-0024] Instance PHY_1768, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1844160).
[WARNING PSM-0024] Instance PHY_1769, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1844160).
[WARNING PSM-0024] Instance PHY_177, current node at (550520, 195880) at layer 5 have been moved from (488520, 155040).
[WARNING PSM-0024] Instance PHY_1770, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1846880).
[WARNING PSM-0024] Instance PHY_1771, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1846880).
[WARNING PSM-0024] Instance PHY_1772, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1849600).
[WARNING PSM-0024] Instance PHY_1773, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1849600).
[WARNING PSM-0024] Instance PHY_1774, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1852320).
[WARNING PSM-0024] Instance PHY_1775, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1852320).
[WARNING PSM-0024] Instance PHY_1776, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1855040).
[WARNING PSM-0024] Instance PHY_1777, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1855040).
[WARNING PSM-0024] Instance PHY_1778, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1857760).
[WARNING PSM-0024] Instance PHY_1779, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1857760).
[WARNING PSM-0024] Instance PHY_178, current node at (2350520, 195880) at layer 5 have been moved from (2430180, 155040).
[WARNING PSM-0024] Instance PHY_1780, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1860480).
[WARNING PSM-0024] Instance PHY_1781, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1860480).
[WARNING PSM-0024] Instance PHY_1782, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1863200).
[WARNING PSM-0024] Instance PHY_1783, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1863200).
[WARNING PSM-0024] Instance PHY_1784, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1865920).
[WARNING PSM-0024] Instance PHY_1785, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1865920).
[WARNING PSM-0024] Instance PHY_1786, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1868640).
[WARNING PSM-0024] Instance PHY_1787, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1868640).
[WARNING PSM-0024] Instance PHY_1788, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1871360).
[WARNING PSM-0024] Instance PHY_1789, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1871360).
[WARNING PSM-0024] Instance PHY_179, current node at (2928100, 195880) at layer 5 have been moved from (2912720, 155040).
[WARNING PSM-0024] Instance PHY_1790, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1874080).
[WARNING PSM-0024] Instance PHY_1791, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1874080).
[WARNING PSM-0024] Instance PHY_1792, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1876800).
[WARNING PSM-0024] Instance PHY_1793, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1876800).
[WARNING PSM-0024] Instance PHY_1794, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1879520).
[WARNING PSM-0024] Instance PHY_1795, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1879520).
[WARNING PSM-0024] Instance PHY_1796, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1882240).
[WARNING PSM-0024] Instance PHY_1797, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1882240).
[WARNING PSM-0024] Instance PHY_1798, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1884960).
[WARNING PSM-0024] Instance PHY_1799, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1884960).
[WARNING PSM-0024] Instance PHY_18, current node at (10520, 15880) at layer 5 have been moved from (5520, 35360).
[WARNING PSM-0024] Instance PHY_180, current node at (10520, 195880) at layer 5 have been moved from (5520, 157760).
[WARNING PSM-0024] Instance PHY_1800, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1887680).
[WARNING PSM-0024] Instance PHY_1801, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1887680).
[WARNING PSM-0024] Instance PHY_1802, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1890400).
[WARNING PSM-0024] Instance PHY_1803, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1890400).
[WARNING PSM-0024] Instance PHY_1804, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1893120).
[WARNING PSM-0024] Instance PHY_1805, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1893120).
[WARNING PSM-0024] Instance PHY_1806, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1895840).
[WARNING PSM-0024] Instance PHY_1807, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1895840).
[WARNING PSM-0024] Instance PHY_1808, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1898560).
[WARNING PSM-0024] Instance PHY_1809, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1898560).
[WARNING PSM-0024] Instance PHY_181, current node at (550520, 195880) at layer 5 have been moved from (488520, 157760).
[WARNING PSM-0024] Instance PHY_1810, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1901280).
[WARNING PSM-0024] Instance PHY_1811, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1901280).
[WARNING PSM-0024] Instance PHY_1812, current node at (10520, 1815880) at layer 5 have been moved from (5520, 1904000).
[WARNING PSM-0024] Instance PHY_1813, current node at (2928100, 1815880) at layer 5 have been moved from (2912720, 1904000).
[WARNING PSM-0024] Instance PHY_1814, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1906720).
[WARNING PSM-0024] Instance PHY_1815, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1906720).
[WARNING PSM-0024] Instance PHY_1816, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1909440).
[WARNING PSM-0024] Instance PHY_1817, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1909440).
[WARNING PSM-0024] Instance PHY_1818, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1912160).
[WARNING PSM-0024] Instance PHY_1819, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1912160).
[WARNING PSM-0024] Instance PHY_182, current node at (2350520, 195880) at layer 5 have been moved from (2430180, 157760).
[WARNING PSM-0024] Instance PHY_1820, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1914880).
[WARNING PSM-0024] Instance PHY_1821, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1914880).
[WARNING PSM-0024] Instance PHY_1822, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1917600).
[WARNING PSM-0024] Instance PHY_1823, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1917600).
[WARNING PSM-0024] Instance PHY_1824, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1920320).
[WARNING PSM-0024] Instance PHY_1825, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1920320).
[WARNING PSM-0024] Instance PHY_1826, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1923040).
[WARNING PSM-0024] Instance PHY_1827, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1923040).
[WARNING PSM-0024] Instance PHY_1828, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1925760).
[WARNING PSM-0024] Instance PHY_1829, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1925760).
[WARNING PSM-0024] Instance PHY_183, current node at (2928100, 195880) at layer 5 have been moved from (2912720, 157760).
[WARNING PSM-0024] Instance PHY_1830, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1928480).
[WARNING PSM-0024] Instance PHY_1831, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1928480).
[WARNING PSM-0024] Instance PHY_1832, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1931200).
[WARNING PSM-0024] Instance PHY_1833, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1931200).
[WARNING PSM-0024] Instance PHY_1834, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1933920).
[WARNING PSM-0024] Instance PHY_1835, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1933920).
[WARNING PSM-0024] Instance PHY_1836, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1936640).
[WARNING PSM-0024] Instance PHY_1837, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1936640).
[WARNING PSM-0024] Instance PHY_1838, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1939360).
[WARNING PSM-0024] Instance PHY_1839, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1939360).
[WARNING PSM-0024] Instance PHY_184, current node at (10520, 195880) at layer 5 have been moved from (5520, 160480).
[WARNING PSM-0024] Instance PHY_1840, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1942080).
[WARNING PSM-0024] Instance PHY_1841, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1942080).
[WARNING PSM-0024] Instance PHY_1842, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1944800).
[WARNING PSM-0024] Instance PHY_1843, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1944800).
[WARNING PSM-0024] Instance PHY_1844, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1947520).
[WARNING PSM-0024] Instance PHY_1845, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1947520).
[WARNING PSM-0024] Instance PHY_1846, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1950240).
[WARNING PSM-0024] Instance PHY_1847, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1950240).
[WARNING PSM-0024] Instance PHY_1848, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1952960).
[WARNING PSM-0024] Instance PHY_1849, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1952960).
[WARNING PSM-0024] Instance PHY_185, current node at (550520, 195880) at layer 5 have been moved from (488520, 160480).
[WARNING PSM-0024] Instance PHY_1850, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1955680).
[WARNING PSM-0024] Instance PHY_1851, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1955680).
[WARNING PSM-0024] Instance PHY_1852, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1958400).
[WARNING PSM-0024] Instance PHY_1853, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1958400).
[WARNING PSM-0024] Instance PHY_1854, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1961120).
[WARNING PSM-0024] Instance PHY_1855, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1961120).
[WARNING PSM-0024] Instance PHY_1856, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1963840).
[WARNING PSM-0024] Instance PHY_1857, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1963840).
[WARNING PSM-0024] Instance PHY_1858, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1966560).
[WARNING PSM-0024] Instance PHY_1859, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1966560).
[WARNING PSM-0024] Instance PHY_186, current node at (2350520, 195880) at layer 5 have been moved from (2430180, 160480).
[WARNING PSM-0024] Instance PHY_1860, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1969280).
[WARNING PSM-0024] Instance PHY_1861, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1969280).
[WARNING PSM-0024] Instance PHY_1862, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1972000).
[WARNING PSM-0024] Instance PHY_1863, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1972000).
[WARNING PSM-0024] Instance PHY_1864, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1974720).
[WARNING PSM-0024] Instance PHY_1865, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1974720).
[WARNING PSM-0024] Instance PHY_1866, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1977440).
[WARNING PSM-0024] Instance PHY_1867, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1977440).
[WARNING PSM-0024] Instance PHY_1868, current node at (10520, 1995880) at layer 5 have been moved from (5520, 1980160).
[WARNING PSM-0024] Instance PHY_1869, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1980160).
[WARNING PSM-0024] Instance PHY_187, current node at (2928100, 195880) at layer 5 have been moved from (2912720, 160480).
[WARNING PSM-0024] Instance PHY_1871, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1982880).
[WARNING PSM-0024] Instance PHY_1873, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1985600).
[WARNING PSM-0024] Instance PHY_1875, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1988320).
[WARNING PSM-0024] Instance PHY_1877, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1991040).
[WARNING PSM-0024] Instance PHY_1879, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1993760).
[WARNING PSM-0024] Instance PHY_188, current node at (10520, 195880) at layer 5 have been moved from (5520, 163200).
[WARNING PSM-0024] Instance PHY_1881, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1996480).
[WARNING PSM-0024] Instance PHY_1883, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 1999200).
[WARNING PSM-0024] Instance PHY_1885, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2001920).
[WARNING PSM-0024] Instance PHY_1887, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2004640).
[WARNING PSM-0024] Instance PHY_1889, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2007360).
[WARNING PSM-0024] Instance PHY_189, current node at (550520, 195880) at layer 5 have been moved from (488520, 163200).
[WARNING PSM-0024] Instance PHY_1890, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2010080).
[WARNING PSM-0024] Instance PHY_1891, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2010080).
[WARNING PSM-0024] Instance PHY_1892, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2012800).
[WARNING PSM-0024] Instance PHY_1893, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2012800).
[WARNING PSM-0024] Instance PHY_1894, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2015520).
[WARNING PSM-0024] Instance PHY_1895, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2015520).
[WARNING PSM-0024] Instance PHY_1896, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2018240).
[WARNING PSM-0024] Instance PHY_1897, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2018240).
[WARNING PSM-0024] Instance PHY_1898, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2020960).
[WARNING PSM-0024] Instance PHY_1899, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2020960).
[WARNING PSM-0024] Instance PHY_19, current node at (2928100, 15880) at layer 5 have been moved from (2912720, 35360).
[WARNING PSM-0024] Instance PHY_190, current node at (2350520, 195880) at layer 5 have been moved from (2430180, 163200).
[WARNING PSM-0024] Instance PHY_1900, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2023680).
[WARNING PSM-0024] Instance PHY_1901, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2023680).
[WARNING PSM-0024] Instance PHY_1902, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2026400).
[WARNING PSM-0024] Instance PHY_1903, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2026400).
[WARNING PSM-0024] Instance PHY_1904, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2029120).
[WARNING PSM-0024] Instance PHY_1905, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2029120).
[WARNING PSM-0024] Instance PHY_1906, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2031840).
[WARNING PSM-0024] Instance PHY_1907, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2031840).
[WARNING PSM-0024] Instance PHY_1908, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2034560).
[WARNING PSM-0024] Instance PHY_1909, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2034560).
[WARNING PSM-0024] Instance PHY_191, current node at (2928100, 195880) at layer 5 have been moved from (2912720, 163200).
[WARNING PSM-0024] Instance PHY_1910, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2037280).
[WARNING PSM-0024] Instance PHY_1911, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2037280).
[WARNING PSM-0024] Instance PHY_1912, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2040000).
[WARNING PSM-0024] Instance PHY_1913, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2040000).
[WARNING PSM-0024] Instance PHY_1914, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2042720).
[WARNING PSM-0024] Instance PHY_1915, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2042720).
[WARNING PSM-0024] Instance PHY_1916, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2045440).
[WARNING PSM-0024] Instance PHY_1917, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2045440).
[WARNING PSM-0024] Instance PHY_1918, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2048160).
[WARNING PSM-0024] Instance PHY_1919, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2048160).
[WARNING PSM-0024] Instance PHY_192, current node at (10520, 195880) at layer 5 have been moved from (5520, 165920).
[WARNING PSM-0024] Instance PHY_1920, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2050880).
[WARNING PSM-0024] Instance PHY_1921, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2050880).
[WARNING PSM-0024] Instance PHY_1922, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2053600).
[WARNING PSM-0024] Instance PHY_1923, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2053600).
[WARNING PSM-0024] Instance PHY_1924, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2056320).
[WARNING PSM-0024] Instance PHY_1925, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2056320).
[WARNING PSM-0024] Instance PHY_1926, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2059040).
[WARNING PSM-0024] Instance PHY_1927, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2059040).
[WARNING PSM-0024] Instance PHY_1928, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2059040).
[WARNING PSM-0024] Instance PHY_1929, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2059040).
[WARNING PSM-0024] Instance PHY_193, current node at (550520, 195880) at layer 5 have been moved from (488520, 165920).
[WARNING PSM-0024] Instance PHY_1930, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2061760).
[WARNING PSM-0024] Instance PHY_1931, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2061760).
[WARNING PSM-0024] Instance PHY_1932, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2061760).
[WARNING PSM-0024] Instance PHY_1933, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2061760).
[WARNING PSM-0024] Instance PHY_1934, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2064480).
[WARNING PSM-0024] Instance PHY_1935, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2064480).
[WARNING PSM-0024] Instance PHY_1936, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2064480).
[WARNING PSM-0024] Instance PHY_1937, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2064480).
[WARNING PSM-0024] Instance PHY_1938, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2067200).
[WARNING PSM-0024] Instance PHY_1939, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2067200).
[WARNING PSM-0024] Instance PHY_194, current node at (2350520, 195880) at layer 5 have been moved from (2430180, 165920).
[WARNING PSM-0024] Instance PHY_1940, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2067200).
[WARNING PSM-0024] Instance PHY_1941, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2067200).
[WARNING PSM-0024] Instance PHY_1942, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2069920).
[WARNING PSM-0024] Instance PHY_1943, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2069920).
[WARNING PSM-0024] Instance PHY_1944, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2069920).
[WARNING PSM-0024] Instance PHY_1945, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2069920).
[WARNING PSM-0024] Instance PHY_1946, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2072640).
[WARNING PSM-0024] Instance PHY_1947, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2072640).
[WARNING PSM-0024] Instance PHY_1948, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2072640).
[WARNING PSM-0024] Instance PHY_1949, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2072640).
[WARNING PSM-0024] Instance PHY_195, current node at (2928100, 195880) at layer 5 have been moved from (2912720, 165920).
[WARNING PSM-0024] Instance PHY_1950, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2075360).
[WARNING PSM-0024] Instance PHY_1951, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2075360).
[WARNING PSM-0024] Instance PHY_1952, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2075360).
[WARNING PSM-0024] Instance PHY_1953, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2075360).
[WARNING PSM-0024] Instance PHY_1954, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2078080).
[WARNING PSM-0024] Instance PHY_1955, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2078080).
[WARNING PSM-0024] Instance PHY_1956, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2078080).
[WARNING PSM-0024] Instance PHY_1957, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2078080).
[WARNING PSM-0024] Instance PHY_1958, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2080800).
[WARNING PSM-0024] Instance PHY_1959, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2080800).
[WARNING PSM-0024] Instance PHY_196, current node at (10520, 195880) at layer 5 have been moved from (5520, 168640).
[WARNING PSM-0024] Instance PHY_1960, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2080800).
[WARNING PSM-0024] Instance PHY_1961, current node at (2928100, 1995880) at layer 5 have been moved from (2912720, 2080800).
[WARNING PSM-0024] Instance PHY_1962, current node at (10520, 1995880) at layer 5 have been moved from (5520, 2083520).
[WARNING PSM-0024] Instance PHY_1963, current node at (550520, 1995880) at layer 5 have been moved from (488520, 2083520).
[WARNING PSM-0024] Instance PHY_1964, current node at (2350520, 1995880) at layer 5 have been moved from (2430180, 2083520).
[WARNING PSM-0024] message limit reached, this message will no longer print
[INFO PSM-0064] Number of voltage sources = 80.
[INFO PSM-0040] All PDN stripes on net vccd1 are connected.
########## IR report #################
Worstcase voltage: 1.80e+00 V
Average IR drop  : 9.39e-11 V
Worstcase IR drop: 4.28e-10 V
######################################
